,Ulasan,Label,clean_teks
1568,Pelayanannya oke... Packingnya oke.. Barangnya juga oke banget...mksh boss,1,layan oke packingnya oke barang oke bangetmksh boss
1569,barang sudah nyampai dengan selamat,1,barang nyampai selamat
1570,mantapppppppppppppppppppp,1,mantapppppppppppppppppppp
1571,"Sesuai pesanan, terina kasih",1,sesuai pesan ina kasih
1572,"steples tembak bagus,recomended",1,steples tembak bagus rekomen ed
1573,"makasih, barang sesuai gambar",1,makasih barang sesuai gambar
1574,barangnya bagus dan cepat sampainya,1,barang bagus cepat sampai
1575,Sangat bermanfaat. Terimakasih banyak,1,manfaat terimakasih
1576,sippp..................................,1,sippp
1577,berfungsi dengan baik....sukses selalu gan,1,fungsi baiksukses gan
1578,barang dah sya trima dgn slamat gan  Trims,1,barang dah sya trima slamat gan terima kasih
1579,cakeepp ............................,1,cakeepp
1580,Sesuai pesanan xxxxxxx,1,sesuai pesan xxxxxxx
1581,barang sudah nyampai mantapp,1,barang nyampai mantapp
1582,"baranh sudah di terima, Sukses buat lapaknya.",1,baranh terima sukses lapak
1583,"pengiriman cepat , produk juga o.k terima kasih",1,kirim cepat produk ok terima kasih
1584,Barang sudah kami terima. terima kasih,1,barang terima terima kasih
1585,sesuai pesanan.pelayanan memuaskan,1,sesuai pesananpelayanan muas
1586,suuuuuuiiiiiiiiiiiiiippppppppppp,1,suuuuuuiiiiiiiiiiiiiippppppppppp
1587,"Barang sudah sampai gan, fast respond trus barang sesuai deskripsi lah pokoknya. Mantap lah",1,barang gan cepat respond trus barang sesuai deskripsi pokok mantap
1588,"mantab
recomended
lanjutkan",1,mantab rekomen ed lanjut
1589,Barang sesuai dengan deksripsi dan foto,1,barang sesuai deksripsi foto
1590,barang sangat bagus kuat dan sesuai harapan,1,barang bagus kuat sesuai harap
1591,"barang bagus sesuai deskripsi, pengiriman cepat, packing rapih dan aman, mantapp dehhh 5 bintang utk agan",1,barang bagus sesuai deskripsi kirim cepat packing rapih aman mantapp dehhh bintang utk agan
1592,makasih barangnya udah sampai,1,makasih barang udah
1593,"bagus, sesuai harapan",1,bagus sesuai harap
1594,"Kualitas mantap, harga murah, pengiriman cepat. Terimakasih.",1,kualitas mantap harga murah kirim cepat terimakasih
1595,"brg sampe sesuai pesanan + bonusnya, mksh gan.....",1,barang sampe sesuai pesan bonus mksh gan
1596,"Barang sudah sampai, respon seller cepat, sudah dicoba dan berfungai dengan baik. terima kasih gan, sukses terus jualannya",1,barang respon seller cepat coba berfungai terima kasih gan sukses jual
1597,barang sudah di terima..,1,barang terima
1598,Makasih gan brg dah sampe,1,makasih gan barang dah sampe
1599,"barang sesuai dgn pesanan. recommended
thx tokopedia dan cahaya belawa ,sukses terus utk keduanya",1,barang sesuai pesan rekomen thx tokopedia cahaya bawa sukses utk
1600,barang ok. response cepat ........................................,1,barang ok response cepat
1601,Barang sesuai yg diiklankan.. respons penjual sangat cepat. Bravo.....!!!,1,barang sesuai iklan respons jual cepat bravo
1602,"Sudah diterima, sip. sesuai dengan deskripsi",1,terima sip sesuai deskripsi
1603,terimakasih barang sdh diterima,1,terimakasih barang terima
1604,"barang sudah diterima dengan baik, thanks....",1,barang terima thanks
1605,"mantab, barang bagus...tembakan kenceng, pakai isi staples model T 15 mm masuk...
seller fast response, walaupun ada kendala sedikit, follow upnya luar biasa...
thx u bos...sukses selalu",1,mantab barang bagustembakan kenceng pakai isi staples model t mm masuk seller cepat response kendala follow upnya thx u bossukses
1606,Sudah sampai. Sesuai dengan pesanan. Terima kasih gan,1,sesuai pesan terima kasih gan
1607,"Barang sudah diterima ......... kualitas bagus, top seller",1,barang terima kualitas bagus top seller
1608,"Barang sudah sampai, pengiriman via gojek, terima kasih atas respon dan pelayannnya yang baik..",1,barang kirim via gojek terima kasih respon pelayannnya
1609,mantapppp gaaannnn .....................,1,mantapppp gaaannnn
1610,mantab gan thanks..................................................................................,1,mantab gan thanks
1611,"dipacking dgn baik, ada segel selotip..barang belum dipakai tapi terlihat dapat berfungsi dgn baik..made in china",1,dipacking segel selotipbarang pakai fungsi baikmade in china
1612,barang ok oh iya untuk refil isi ualangx bli d toko ap ya?? trima kasih,1,barang ok oh iya refil isi ualan bli d toko ap ya trima kasih
1613,barang sudah diterima dengan baik,1,barang terima
1614,respon dan pengiriman cepat banget.... paking rapi dan aman.... uda di coba dan tidak ada masalah..... sukses gan....,1,respon kirim cepat banget paking rapi aman uda coba sukses gan
1615,Barang telah diterima dengan selamat dan waktu pengiriman relatip singkat...pokoknya siiip dah...,1,barang terima selamat kirim relatip singkatpokoknya siiip dah
1616,baguuuuuuuuuuuuuuuuuusssssssss,1,baguuuuuuuuuuuuuuuuuusssssssss
1617,Terima kasih yaaaaa barangnya sudah sampai,1,terima kasih yaaaaa barang
1618,"respon cepat, barang bagusss sesuai iklan",1,respon cepat barang bagusss sesuai iklan
1619,trimkasih sesui pesanan mantap poll,1,trimkasih sesui pesan mantap poll
1620,makasih brng sdh aku trima dngn selamat...,1,makasih brng trima dngn selamat
1621,oke barang udah sampai gan makasih ya gan,1,oke barang udah gan makasih ya gan
1622,"Cakeeeeeeeeep,, next belanja lagi dah",1,cakeeeeeeeeep next belanja dah
1623,"Termiakasih gan, barang cepet sampai dan barang bagus.",1,termiakasih gan barang cepet barang bagus
1624,"trim gan, barangnya sudah sampai. barangnya okhe, daya dorongnya kencang udah saya coba.",1,trim gan barang barang okhe daya dorong kencang udah coba
1625,"barang sdh nyampe , tks cepat responnya , tapi belum dicoba",1,barang nyampe tks cepat responnya coba
1626,bagus juga gan.  pas cobain tangan saya sampe sobek kena tancap.,1,bagus gan pas cobain tangan sampe sobek kena tancap
1627,"Thank's,,,,,,,,,,,,,,,,,  brang smpai dg baik",1,thank s brang smpai dg
1628,"Barang sesuai deskripsi, pengiriman cepat.",1,barang sesuai deskripsi kirim cepat
1629,barang bagus sudah saya tes respon cepat thank youuuuuuuuu,1,barang bagus tes respon cepat thank youuuuuuuuu
1630,Barangnya cepat datangnya...Barangnya juga bagus dah dicoba tembakannya kenceng..thanks tokopedia...tambah sukses,1,barang cepat datangnyabarangnya bagus dah coba tembak kencengthanks tokopediatambah sukses
1631,Cepat dan memuaskan seauai gambar,1,cepat muas seauai gambar
1632,"biar bintang yang bicara,thank",1,biar bintang bicarathank
1633,"express banget dah pokoknya,barangnya mantapp",1,express banget dah pokoknyabarangnya mantapp
1634,"Kualitas produk baik. barang sampai langsung di tes nembak kaca dan ternyata pecah. hehehe
pengiriman dan pelayanan juga baik",1,kualitas produk barang langsung tes nembak kaca pecah hehehe kirim layan
1635,"pesanan saya sudah sampai, cepat kirimnya. dan barang sesuai deskripsi produk. terimakasih.",1,pesan cepat kirim barang sesuai deskripsi produk terimakasih
1636,Bagus dan mempermudah tugas dengan baik,1,bagus mudah tugas
1637,Mantap..sesuai deskripsi ^.^,1,mantapsesuai deskripsi
1638,terima kasih terima kasih,1,terima kasih terima kasih
1639,"Reksell.....👍
Proses,pengiriman cepat",1,reksell prosespengiriman cepat
1640,Barang sudah sampai packing rapi barang sesuai transaksi,1,barang packing rapi barang sesuai transaksi
1641,Maksih barang sampai dengan peking yabg baik.. maksih allhamdulilillah,1,maksih barang peking yabg maksih allhamdulilillah
1642,mantap biar bintang berbicara,1,mantap biar bintang bicara
1643,"Mantul puas bangt sore tf besoknya udh smpe,,barang sesuai pesanan.. Good job",1,mantul puas bangt sore tf besok udh smpebarang sesuai pesan bagus job
1644,Barang mantaapppppp...cepat n work ittt,1,barang mantaappppppcepat n work ittt
1645,Pakunya kuat. Barang asli. Sesuai dgn foto,1,paku kuat barang asli sesuai foto
1646,superrrrrrrrrrrrrrrr,1,superrrrrrrrrrrrrrrr
1647,Mantap gan sesuai gambar dan pesanan,1,mantap gan sesuai gambar pesan
1648,Pas mantapppppppppppppppppp,1,pas mantapppppppppppppppppp
1649,Fast respon fast delivery. Tapi blm dicoba bagus gaknya.,1,cepat respon cepat delivery blm coba bagus gaknya
1650,Recommended seller..........,1,recommended seller
1651,Barang sudah di terima dengan baik. Tks,1,barang terima tks
1652,"barang ori, sesuai dgn deskripsi",1,barang ori sesuai deskripsi
1653,"Mantab nih, barang sesuai judul, foto dn deskripsi.. 😁😁",1,mantab nih barang sesuai judul foto dn deskripsi
1654,Produk sesuai. Berfungsi baik. Thanks.,1,produk sesuai fungsi thanks
1655,......................,1,
1656,Untuk respon cukup cepat &amp; untuk pengiriman standard sesuai dengan pesanan,1,respon cepat amp kirim standard sesuai pesan
1657,"Respon penjual cepat dan ramah, barang bagus meskipun warnanya gk hitam tpi gk papa kualitas tetep ok ....",1,respon jual cepat ramah barang bagus warna gk hitam gk papa kualitas tetep ok
1658,Sesuai deskripsi.....,1,sesuai deskripsi
1659,Barang sesuai deskripsi. Respon penjual dan pengiriman cukup cepat. Barang belum dicoba.,1,barang sesuai deskripsi respon jual kirim cepat barang coba
1660,terima kasih respon cepatnya gan,1,terima kasih respon cepat gan
1661,Fast respond dan cepat sampai,1,cepat respond cepat
1662,Zipp...... ....... .....,1,zipp
1663,pengiriman cepat.. dicoba juga sesuai ekpetasi.. terima kasih,1,kirim cepat coba sesuai ekpetasi terima kasih
1664,Puas!barang asli krisbow.terimakasih,1,puasbarang asli krisbowterimakasih
1665,"Sesuai Pesanan, pengiriman cepat dan packingnya aman. terimakasih",1,sesuai pesan kirim cepat packingnya aman terimakasih
1666,Thanks.....dah terima..... Barang bekerja dengan baik......,1,thanksdah terima barang
1667,mantaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaap,1,mantaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaap
1668,"barang sdh sampai .
sesuai dgn gambar trimksh.",1,barang sesuai gambar trimksh
1669,terima kasih barangnya sudah sampai,1,terima kasih barang
1670,Packing Baik. Cepat Sampai. Barang Sesuai Pesanan,1,packing cepat barang sesuai pesan
1671,brg baguss.. cepat sampai,1,barang baguss cepat
1672,mantap gan cpt bgt kmrn trf skrng sampe padahal pke JNE reg,1,mantap gan cpt bgt kmrn trf skrng sampe pke jne reg
1673,Fast respon dan cepat pengirimannya. Good seller,1,cepat respon cepat kirim bagus seller
1674,Sudah dicoba dan berfungsi dengan baik.,1,coba fungsi
1675,"pengiriman super cepat, jam 10.00 transfer lalu jam 13.00 barang sudah saya terima .. barang sesuai deskripsi dan gambar .. terima kasih ya .. recommended seller",1,kirim super cepat jam transfer jam barang terima barang sesuai deskripsi gambar terima kasih ya rekomen seller
1676,barang sesuai dengan yg ada difoto ... mantaps,1,barang sesuai foto mantaps
1677,brang UD smpai kondisi brang ok,1,brang ud smpai kondisi brang ok
1678,recommended lah pokoknya...,1,recommended pokok
1679,mantapppppppppp deh pokoknya recomen buat yg lain,1,mantapppppppppp deh pokok recomen
1680,"respon cepat, barang sesuai, paket rapi dan aman...
thanks...",1,respon cepat barang sesuai paket rapi aman thanks
1681,"barang bagus, tidak ada kendala baik di pengiriman maupun di unit barangnya",1,barang bagus kendala kirim unit barang
1682,awalnya bagus tp setelah dipakai agak lama jd kurang kencang..padahal merek krisbow.,1,bagus tp pakai jd kencangpadahal merek krisbow
1683,"barang udh nyampe sesuai pesanan, sayang ternyata ga bisa make isi staples stationery biasa yg no.3, harus di deskripsi di tulis ukuran isi staples nya..",1,barang udh nyampe sesuai pesan sayang ga make isi staples stationery no deskripsi tulis ukur isi staples nya
1684,barangnya ok .......................................................,1,barang ok
1685,"produk mantap, sesuai gambar, tembakan juga kuat semoga awet, tq",1,produk mantap sesuai gambar tembak kuat moga awet tq
1686,kenceng gan. . . siiipp.......!,1,kenceng gan siiipp
1687,"Isi staple gun sih bagus. Krn ternyata staple gun Mollar yg saya beli di toko ini yg ga bagus. Sekali tembak, keluar 2",1,isi staple gun sih bagus krn staple gun mollar beli toko ga bagus tembak
1688,"Siip mantap, barang sudah diterima
Respon cepat ,👍",1,siip mantap barang terima respon cepat
1689,"Barang sesuai pesanan, packing rapih, mantapp",1,barang sesuai pesan packing rapih mantapp
1690,sampai dengan cepat terima kasih banyak,1,cepat terima kasih
1691,Bagus ... murah berkualitas .recomended,1,bagus murah kualitas rekomen ed
1692,Sudah diterima dengan baik dan bisa di pakai.,1,terima pakai
1693,Barang sudah diterima dg baik. Thx,1,barang terima dg thx
1694,"Barang bagus, kualitas sesuai harga",1,barang bagus kualitas sesuai harga
1695,"Berfungsi, sesuai harga semoga awet",1,fungsi sesuai harga moga awet
1696,bukan merk kenmaster ternyata tpp gpp yg pentg bisa dipake,1,merk kenmaster tpp gpp pentg dipake
1697,"Tembakannya kenceng jg,..
Mantap kang..nuhun..",1,tembak kenceng jg mantap kangnuhun
1698,terimakasih sudah saya terima dengan baik,1,terimakasih terima
1699,"alat bekerja baik, meja kayu tembus, fast respon",1,alat meja kayu tembus cepat respon
1700,Respon dan proses cepat,1,respon proses cepat
1701,Lihat bintangnya aja dahhhhh,1,lihat bintang aja dahhhhh
1702,"Semoga bisa kerja sama 

Bos",1,moga kerja bos
1703,"pesanan udah sampai, produk sesuai deskripsi",1,pesan udah produk sesuai deskripsi
1704,Mantappppppppppppppppppppp,1,mantappppppppppppppppppppp
1705,biarkan bintang yang bicara,1,biar bintang bicara
1706,Ok............................,1,ok
1707,Barang sudah diterima dengan baik...,1,barang terima
1708,"Produk bagus, murah sesuai foto",1,produk bagus murah sesuai foto
1709,"Pengiriman cepat, Barang bagus, sudah dicoba &amp;#34;mantap&amp;#34;",1,kirim cepat barang bagus coba ampmantapamp
1710,Matab...good...sesuai permintaan...,1,matab bagus sesuai minta
1711,Sudah d tes. Bagus dan lancar,1,d tes bagus lancar
1712,mantabh gan ..recomend seller,1,mantabh gan rekomen seller
1713,thanks barang sudah sampai ..,1,thanks barang
1714,"sudah di terima bos
packing bagus, aman",1,terima bos packing bagus aman
1715,"paket sdh sampai, produk berfungsi dgn baik.",1,paket produk fungsi
1716,respon cepat...kwalitas sesuai deskripsi.,1,respon cepatkwalitas sesuai deskripsi
1717,Barang sesuai pesanan dan pengiriman cepat,1,barang sesuai pesan kirim cepat
1718,"Fast response, barang sesuai pesanan👍",1,cepat response barang sesuai pesan
1719,Barang sesuai dengan pesanan,1,barang sesuai pesan
1720,"Produk okay..sesuai deskripsi dan berfungsi baik,mudah2an awet",1,produk okaysesuai deskripsi fungsi baikmudahan awet
1721,"mantap gan packing rapih 
barang recommend.. respon cepat",1,mantap gan packing rapih barang recommend respon cepat
1722,Sip...........................,1,sip
1723,Naiis tp suka jam kadang2.  Udah capek2 di pencet mana keras:(,1,naiis tp suka jam kadang udah capek pencet keras
1724,Rekomendasi buat yg seneng belanja 👍👍👍👍,1,rekomendasi neng belanja
1725,Produk sesuai dengan apa yg ada di pict,1,produk sesuai pict
1726,"Mantap bosss
Sesuai deskripsi
Recomended saller",1,mantap bosss sesuai deskripsi rekomen ed saller
1727,Respon dan pengiriman cepat...cm dikurir agak  lmbt. Packing aman dan rapi... Barang sesuai gambar dan berfungsi dengan baik .. Terima kasih...recommended seller..,1,respon kirim cepatcm kurir lmbt packing aman rapi barang sesuai gambar fungsi terima kasihrecommended seller
1728,Terima kasih Gan ya barang sampai dengan selamat,1,terima kasih gan ya barang selamat
1729,"Respon dan pengiriman cepat, 👍🏻👍🏻👍🏻👍🏻👍🏻",1,respon kirim cepat
1730,"Barang telah diterima, Barang oke banget...",1,barang terima barang oke banget
1731,Nampak fisiknya berkualitas smoga awet...,1,nampak fisik kualitas smoga awet
1732,"Makasih gan, sesuai ekspektasi, sudah dicoba barang berfungsi dg baik.
 Recommended seller...!",1,makasih gan sesuai ekspektasi coba barang fungsi dg rekomen seller
1733,"keceh gan,  memuaskan...! 
terimakasih",1,keceh gan muas terimakasih
1734,goooooodddddddddddddddd.........................,1,goooooodddddddddddddddd
1735,makassi..............................,1,makassi
1736,Sesuai deskripsi....ok...,1,sesuai deskripsiok
1737,Rekomended seller barang sesuai pesanan,1,rekomended seller barang sesuai pesan
1738,sip.... .   ..............................,1,sip
1739,"Sesuai deskripsi...kualitas baik,profesional seller.",1,sesuai deskripsikualitas baikprofesional seller
1740,"Mantab, semoga sukses selalu",1,mantab moga sukses
1741,Pengiriman mantaaap.......,1,kirim mantaaap
1742,Produk ok. Pengiriman cepat. Tp produk agak penyok sedikit.,1,produk ok kirim cepat tp produk penyok
1743,Barang bagus.....top dech...,1,barang bagustop dech
1744,Sudah ditangan...................,1,tang
1745,Mantap stapler gun nya..,1,mantap stapler gun nya
1746,Barang bagus paking rapi thanks.,1,barang bagus paking rapi thanks
1747,"Sudah sampai gan, terimakasih ...",1,gan terimakasih
1748,Saya serahkn bintang y bicara . Barang sesui &amp; cepat datangnya,1,serahkn bintang y bicara barang sesui amp cepat datang
